wind_farm_name,LAT,LON,area_sqkm,country,commissioning_year,installed_capacity_MW,turbine_producer,turbine_power_MW,foundation_type,oss_responsibility,offshore_cable,onshore_connection,model_type,water_depth_m,water_depth_min_m,water_depth_max_m,water_depth_mean_m,distance_from_shore_km,distance_from_shore_min_km,distance_from_shore_max_km,distance_from_shore_mean_km,distance_from_port_km,distance_from_construction_port_km,total_project_budget,total_project_budget_eur,total_project_budget_eur_indexed,project_lifetime_years,mean_wind_speed_mps,mean_wave_height_m,country_Belgium,country_Denmark,country_Finland,country_France,country_Germany,country_Ireland,country_Italy,country_Netherlands,country_Norway,country_Poland,country_Portugal,country_Sweden,country_UK,turbine_producer_Siemens,turbine_producer_Unknown,foundation_type_Floating,foundation_type_Floating TLP,foundation_type_Floating TetraSpar,foundation_type_Floating concrete spar buoy,foundation_type_Floating damping pool,foundation_type_Floating semi-submersible,foundation_type_Floating spar buoy,foundation_type_Gravity-based,foundation_type_Gravity-based / Jacket,foundation_type_Jacket,foundation_type_Jacket / Tripod,foundation_type_Monopile,foundation_type_Monopile / Jacket,foundation_type_Suction Bucket Jacket,foundation_type_Suction Bucket Jacket / Monopile,foundation_type_Tripile,foundation_type_Tripod,foundation_type_Tripod jacket,foundation_type_Tripod jacket with suction bucket,foundation_type_Unknown,oss_responsibility_Developer,oss_responsibility_OFTO,oss_responsibility_TSO,oss_responsibility_Unknown,offshore_cable_Developer,offshore_cable_OFTO,offshore_cable_TSO,offshore_cable_Unknown,onshore_connection_Developer,onshore_connection_Developer/TSO,onshore_connection_OFTO,onshore_connection_TSO,onshore_connection_Unknown,model_type_Developer-led,model_type_OFTO,model_type_TSO-led,model_type_Unknown,data_quality_flag
Avedore Holme,55.602,12.482,0.1,Denmark,2009.0,10.8,Unknown,,Unknown,TSO,TSO,TSO,TSO-led,,,,,0,0.0,0.0,0.0,,35.843376417407704,DKK 2.3 billion,308699100.0,402030669.3277312,25.0,8.840929987125893,0.04,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2009
Rodsand II,54.558,11.545,34.0,Denmark,2010.0,207.0,Unknown,,Gravity-based,TSO,TSO,TSO,TSO-led,5-13,5.0,13.0,9.0,8.8,8.8,8.8,8.8,,78.79070943486929,EUR 450 million,450000000.0,572814927.2386395,25.0,9.347863758461191,0.06,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2010
Anholt,56.598,11.205,88.0,Denmark,2013.0,400.0,Unknown,,Monopile,TSO,TSO,TSO,TSO-led,15-19,15.0,19.0,17.0,15,15.0,15.0,15.0,,37.29234111516743,DKK 10 billion,1340300000.0,1608721053.960784,25.0,9.209158523386058,0.52,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2013
Horns Rev 3,55.705,7.68,44.0,Denmark,2019.0,407.0,Unknown,,Monopile,TSO,TSO,TSO,TSO-led,11-19,11.0,19.0,15.0,25-30,25.0,30.0,27.5,,89.25356012227189,GBP 1 billion,1117905000.0,1289570347.087381,25.0,9.526989995053569,1.36,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2019
Kriegers Flak,55.02,12.82,132.0,Denmark,2021.0,605.0,Unknown,,Monopile,Developer,Developer,Developer,Developer-led,15-25,15.0,25.0,20.0,15-40,15.0,40.0,27.5,,84.46078913318281,EUR 1.3 billion,1300000000.0,1300000000.0,25.0,9.445088195522231,0.851501133786848,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,recent
Vesterhav Nord,56.618,8.046,15.0,Denmark,2024.0,176.0,Unknown,,Monopile,Developer,Developer,Developer,Developer-led,20,20.0,20.0,20.0,5.5-10,5.5,10.0,7.75,,21.002772245586936,EUR 769 million (combined N+S),769000000.0,769000000.0,25.0,9.833853726537294,1.4282354280510017,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,recent
Vesterhav Syd,56.078,8.012,14.0,Denmark,2024.0,168.0,Unknown,,Monopile,Developer,Developer,Developer,Developer-led,20,20.0,20.0,20.0,5.5-10,5.5,10.0,7.75,,72.58975675672103,EUR 769 million (combined N+S),769000000.0,769000000.0,25.0,9.474119545804463,1.3261316029143897,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,recent
Thor,56.33,7.68,285.0,Denmark,2027.0,1080.0,Unknown,,Monopile,Developer,Developer,Developer,Developer-led,27,27.0,27.0,27.0,22,22.0,22.0,22.0,,72.3231230658633,DKK 15.5 billion,2074241000.0,2074241000.0,25.0,9.621305141402026,1.4475502283105022,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,recent
Bornholm Energy Island,54.7,14.65,250.0,Denmark,2030.0,3000.0,Unknown,,Unknown,Developer,Developer,Developer,Developer-led,,,,,15,15.0,15.0,15.0,,44.61094280913537,EUR 9 billion,9000000000.0,9000000000.0,25.0,9.357912001606353,0.7982488584474886,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,recent
Lillgrund,55.51,12.78,10.0,Sweden,2007.0,110.0,Unknown,,Gravity-based,Developer,Developer,Developer,Developer-led,4-8,4.0,8.0,6.0,7,7.0,7.0,7.0,,65.23183947276041,SEK 1.8 billion,199107000.0,284533054.38408816,25.0,9.253989924305428,0.04,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,indexed_wb_2007
Karehamn,56.96,16.98,7.0,Sweden,2013.0,48.0,Unknown,,Gravity-based,Developer,Developer,Developer,Developer-led,20.5,20.5,20.5,20.5,7,7.0,7.0,7.0,,326.58961527017385,EUR 120 million,120000000.0,158628697.58111688,25.0,8.47002888074703,0.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,indexed_wb_2013
Hywind Scotland,57.48,-1.35,4.0,Norway,2017.0,30.0,Unknown,,Floating spar buoy,Developer,Developer,Developer,Developer-led,95-120,95.0,120.0,107.5,29,29.0,29.0,29.0,,211.8375893202146,GBP 264 million,308346456.0,390603030.91997904,25.0,9.784823766092082,2.08,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,indexed_wb_2017
Hywind Tampen,61.329972,2.7,,Norway,2023.0,88.0,Unknown,,Floating concrete spar buoy,Developer,Developer,Developer,Developer-led,260-300,260.0,300.0,280.0,140,140.0,140.0,140.0,,270.7557478123758,NOK 7.4 billion,703836200.0,703836200.0,25.0,9.437192045521014,2.5066803652968037,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,recent
Korsnas,62.93,21.18,,Finland,2034.0,2500.0,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,15,15.0,15.0,15.0,,989.1215621000532,EUR 2-3 billion,2500000000.0,2500000000.0,25.0,8.681211106002179,0.43170319634703197,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,recent
Egmond aan Zee (OWEZ),52.5894,4.41,,Netherlands,2007.0,108.0,Unknown,,Monopile,Developer,Developer,TSO,Developer-led,12-20,12.0,20.0,16.0,10-18,10.0,18.0,14.0,,79.37720518039166,EUR 200 million,200000000.0,298858043.86258405,20.0,9.051701051641816,1.24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,indexed_wb_2007
Prinses Amalia,52.5894,4.2064,,Netherlands,2008.0,120.0,Unknown,,Monopile,Developer,Developer,TSO,Developer-led,19-24,19.0,24.0,21.5,23,23.0,23.0,23.0,,78.69480803363074,EUR 383 million,383000000.0,558427834.8112319,20.0,9.107113288259008,1.3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,indexed_wb_2008
Luchterduinen,52.4167,4.17,,Netherlands,2015.0,129.0,Unknown,,Monopile,Developer,Developer,TSO,Developer-led,18-24,18.0,24.0,21.0,23,23.0,23.0,23.0,,60.42354916239204,EUR 450 million,450000000.0,586387499.9999992,25.0,9.119384616904178,1.16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,indexed_wb_2015
Gemini,54.0333,6.02,,Netherlands,2017.0,600.0,Unknown,,Monopile,TSO,TSO,TSO,TSO-led,28-36,28.0,36.0,32.0,85,85.0,85.0,85.0,,110.87009227690741,EUR 2.8 billion,2800000000.0,3587555205.9520206,25.0,9.92083412449738,1.3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2017
Borssele III and IV,51.705,2.98,,Netherlands,2021.0,731.5,Unknown,,Monopile,TSO,TSO,TSO,TSO-led,16-38,16.0,38.0,27.0,22,22.0,22.0,22.0,,53.246920981405275,EUR 1.3 billion,1300000000.0,1300000000.0,25.0,8.98849136216238,1.3122267573696145,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Hollandse Kust Noord,52.65389,4.25,,Netherlands,2023.0,759.0,Unknown,,Monopile,TSO,TSO,TSO,TSO-led,18-24,18.0,24.0,21.0,18.5,18.5,18.5,18.5,,85.443955871636,EUR 1.4 billion,1400000000.0,1400000000.0,25.0,9.106595534140299,1.2564931506849317,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
C-Power,51.55167,2.97,,Belgium,2013.0,325.0,Unknown,,Gravity-based / Jacket,Developer,Developer,TSO,Developer-led,12-27,12.0,27.0,19.5,30,30.0,30.0,30.0,,36.261610221237234,EUR 1.3 billion,1300000000.0,1716534304.4525425,25.0,8.914059079389649,1.78,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,indexed_wb_2013
Belwind,51.67,2.8,,Belgium,2010.0,171.0,Unknown,,Monopile,Developer,Developer,TSO,Developer-led,25-30,25.0,30.0,27.5,46,46.0,46.0,46.0,,50.42491892903798,EUR 614 million,614000000.0,872811598.3635927,25.0,9.025022580958334,1.78,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,indexed_wb_2010
Northwind,51.619,2.9,,Belgium,2014.0,216.0,Unknown,,Monopile,Developer,Developer,TSO,Developer-led,16-29,16.0,29.0,22.5,37,37.0,37.0,37.0,,43.203105096740764,EUR 883 million,883000000.0,1161972177.6973042,25.0,8.97912614379583,1.78,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,indexed_wb_2014
Nobelwind,51.66333333,2.83,,Belgium,2017.0,165.0,Unknown,,Monopile,Developer,Developer,TSO,Developer-led,26-38,26.0,38.0,32.0,47,47.0,47.0,47.0,,48.974374252317276,EUR 655 million,655000000.0,823037954.6067339,25.0,9.02045001269648,1.78,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,indexed_wb_2017
Rentel,51.59111,2.94,,Belgium,2018.0,309.0,Unknown,,Monopile,Developer,Developer,TSO,Developer-led,22-36,22.0,36.0,29.0,34,34.0,34.0,34.0,,40.195095881265566,EUR 1.1 billion,1100000000.0,1354393217.6521373,25.0,8.951202423131521,1.78,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,indexed_wb_2018
Norther,51.528056,3.02,,Belgium,2019.0,370.0,Unknown,,Monopile,TSO,TSO,TSO,TSO-led,33,33.0,33.0,33.0,23,23.0,23.0,23.0,,35.151507468879274,EUR 1.2 billion,1200000000.0,1456591285.1627066,25.0,8.913402380539296,1.76,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2019
Northwester 2,51.6875,2.76,,Belgium,2020.0,219.0,Unknown,,Monopile,TSO,TSO,TSO,TSO-led,40,40.0,40.0,40.0,52,52.0,52.0,52.0,,53.54703161940945,EUR 700 million,700000000.0,843430187.9044567,25.0,9.044524122452062,1.78,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2020
SeaMade,51.721,2.79,,Belgium,2020.0,487.0,Unknown,,Monopile,TSO,TSO,TSO,TSO-led,38-40,38.0,40.0,39.0,40-54,40.0,54.0,47.0,,56.18508173883878,EUR 1.3 billion,1300000000.0,1566370348.9654195,25.0,9.037444126316426,1.78,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,indexed_wb_2020
Saint-Nazaire,47.13,-2.78,,France,2022.0,480.0,Unknown,,Monopile,TSO,TSO,TSO,TSO-led,12-25,12.0,25.0,18.5,12-20,12.0,20.0,16.0,,65.1504758232816,EUR 2 billion,2000000000.0,2000000000.0,25.0,8.57883316765928,1.7234200913242008,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Saint-Brieuc,48.72,-2.76,,France,2024.0,496.0,Unknown,,Jacket,TSO,TSO,TSO,TSO-led,30,30.0,30.0,30.0,16.3,16.3,16.3,16.3,,172.1394928539057,EUR 2.4 billion,2400000000.0,2400000000.0,25.0,8.25744959581511,0.5452982695810564,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Fecamp,49.85,0.18,,France,2024.0,497.0,Unknown,,Gravity-based,TSO,TSO,TSO,TSO-led,25-30,25.0,30.0,27.5,13-24,13.0,24.0,18.5,,339.8429375005457,EUR 2 billion,2000000000.0,2000000000.0,25.0,8.577062122447261,0.995384790528233,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Courseulles-sur-Mer,49.45,-0.51,,France,2027.0,448.0,Unknown,,Monopile,TSO,TSO,TSO,TSO-led,22-31,22.0,31.0,26.5,16,16.0,16.0,16.0,,306.858290420839,EUR 2 billion,2000000000.0,2000000000.0,25.0,8.651976204978395,0.5190022831050228,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Dieppe-Le Treport,50.12,1.3,,France,2027.0,500.0,Unknown,,Jacket,TSO,TSO,TSO,TSO-led,14-25,14.0,25.0,19.5,15.5,15.5,15.5,15.5,,217.34097623089846,EUR 2.7 billion,2700000000.0,2700000000.0,25.0,8.496253984502358,0.9073675799086759,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Yeu-Noirmoutier,46.95,-2.47,,France,2025.0,496.0,Unknown,,Monopile,TSO,TSO,TSO,TSO-led,19-36,19.0,36.0,27.5,11.7,11.7,11.7,11.7,,45.766472444356076,EUR 2-2.5 billion,2250000000.0,2250000000.0,22.5,8.504974377681016,1.7008127853881279,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Dunkirk,51.12,2.1,,France,2028.0,600.0,Unknown,,Monopile,TSO,TSO,TSO,TSO-led,30,30.0,30.0,30.0,10,10.0,10.0,10.0,,91.06526862091823,EUR 1.4 billion,1400000000.0,1400000000.0,25.0,9.313147892758671,0.9080045662100457,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Provence Grand Large,43.33,5.1,,France,2025.0,25.0,Unknown,,Floating TLP,TSO,TSO,TSO,TSO-led,70-100,70.0,100.0,85.0,17,17.0,17.0,17.0,,909.881624745219,EUR 300 million,300000000.0,300000000.0,25.0,8.701995174804694,0.7651415525114155,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
EolMed,42.85,3.2,,France,2025.0,30.0,Unknown,,Floating damping pool,TSO,TSO,TSO,TSO-led,60,60.0,60.0,60.0,15-18,15.0,18.0,16.5,,775.4484151121854,EUR 212 million,212000000.0,212000000.0,25.0,9.534640636788268,0.6967945205479452,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Centre Manche 2,49.55,-1.25,,France,2033.0,1500.0,Unknown,,Unknown,TSO,TSO,TSO,TSO-led,,,,,40,40.0,40.0,40.0,,274.5988346661356,EUR 4.5 billion,4500000000.0,4500000000.0,25.0,8.102677766938584,0.44945890410958905,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,recent
Arklow Bank Phase 2,52.8,-5.9,,Ireland,2029.0,800.0,Unknown,,Monopile,Unknown,Unknown,Unknown,Unknown,,,,,10,10.0,10.0,10.0,,200.91306627494419,EUR 2.5 billion,2500000000.0,2500000000.0,25.0,9.01264411842309,0.9911095890410958,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,recent
Baltic Power,55.1,17.5,,Poland,2026.0,1140.0,Unknown,,Monopile,Developer,Developer,Developer/TSO,Developer-led,40,40.0,40.0,40.0,23,23.0,23.0,23.0,,153.14964291584207,PLN 10 billion,2369110000.0,2369110000.0,25.0,9.124365839347432,1.0149406392694065,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,recent
Baltica 2,55.15,17.3,,Poland,2027.0,1498.0,Unknown,,Monopile,Developer,Developer,Developer/TSO,Developer-led,25-40,25.0,40.0,32.5,40,40.0,40.0,40.0,,175.10774207684207,PLN 30 billion (combined 2+3),2756903333.333333,2756903333.333333,25.0,9.167812867098968,1.0126735159817353,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,recent
Baltica 3,55.2,17.4,,Poland,2029.0,1036.0,Unknown,,Monopile,Developer,Developer,Developer/TSO,Developer-led,,,,,34,34.0,34.0,34.0,,168.45636071472634,PLN 30 billion (combined 2+3),2756903333.333333,2756903333.333333,25.0,9.19811830052636,1.0330570776255705,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,recent
MFW Baltyk II,55.08,16.9,,Poland,2028.0,720.0,Unknown,,Monopile,Developer,Developer,Developer/TSO,Developer-led,25-40,25.0,40.0,32.5,37,37.0,37.0,37.0,,211.9527270153652,PLN 27 billion (combined II+III),6380262000.0,6380262000.0,25.0,9.157893255593356,0.984849315068493,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,recent
MFW Baltyk III,55.12,16.85,,Poland,2028.0,720.0,Unknown,,Monopile,Developer,Developer,Developer/TSO,Developer-led,25-40,25.0,40.0,32.5,22,22.0,22.0,22.0,,218.75622633710285,PLN 27 billion (combined II+III),6380262000.0,6380262000.0,25.0,9.201394742487848,0.999417808219178,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,recent
BC-Wind,55.18,17.2,,Poland,2028.0,390.0,Unknown,,Unknown,Developer,Developer,Developer/TSO,Developer-led,,,,,23,23.0,23.0,23.0,,186.43471079509285,EUR 2 billion,2000000000.0,2000000000.0,25.0,9.192007573305839,1.0272054794520549,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,recent
WindFloat Atlantic,41.68,-9.0,,Portugal,2020.0,25.0,Unknown,,Floating semi-submersible,Unknown,Unknown,Unknown,Unknown,100,100.0,100.0,100.0,20,20.0,20.0,20.0,,216.87934341471959,EUR 125 million,125000000.0,145821746.18958575,25.0,7.840153483706984,2.64,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,indexed_wb_2020
Beleolico,40.47,18.5,,Italy,2022.0,30.0,Unknown,,Monopile,Unknown,Unknown,Unknown,Unknown,4-18,4.0,18.0,11.0,3,3.0,3.0,3.0,,140.96999999999994,EUR 80 million,80000000.0,80000000.0,25.0,7.350712963634209,0.6512602739726028,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,recent
7 Seas Med,37.2,12.5,,Italy,,250.0,Unknown,,Floating TetraSpar,Unknown,Unknown,Unknown,Unknown,200-350,200.0,350.0,275.0,35,35.0,35.0,35.0,,638.2818513791535,EUR 741 million,741000000.0,741000000.0,25.0,7.518279021549464,0.9999703196347032,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,missing_budget_or_year
Med Wind,37.1,12.3,,Italy,,2800.0,Unknown,,Floating,Unknown,Unknown,Unknown,Unknown,,,,,80,80.0,80.0,80.0,,662.8642680066558,EUR 9.3 billion,9300000000.0,9300000000.0,25.0,7.551030388655434,1.0161598173515982,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,missing_budget_or_year
